Year,Amount ($),Ministry Name (Level 1),"Expenditure Category (Operating / Capital)
(Level 2)","Program Name
(Level 3)","Activity / Item
(Level 4)","Sub-Item 
(Level 5)",Standard Account (Expense/Asset Name) (Level 6),"Account Details (Expense/Asset Details) 
(Level 7)"
2016-17,"4,779,240","Ministry Of Tourism, Culture And Sport",Operating Expense,"Sport, Recreation And Community Programs","Sport, Recreation and Community  ",,Transfer Payments,Aboriginal Programs
2016-17,"7,309,785","Ministry Of Tourism, Culture And Sport",Operating Expense,"Sport, Recreation And Community Programs","Sport, Recreation and Community  ",,Transfer Payments,Ontario Sport and Recreation Communities Fund
2016-17,"13,294,993","Ministry Of Tourism, Culture And Sport",Operating Expense,"Sport, Recreation And Community Programs","Sport, Recreation and Community  ",,Transfer Payments,Youth Programs
2016-17,"31,325,897","Ministry Of Tourism, Culture And Sport",Operating Expense,"Sport, Recreation And Community Programs","Sport, Recreation and Community  ",,Transfer Payments,Sport and Athlete Development
2016-17,"183,491","Ministry Of Tourism, Culture And Sport",Operating Expense,"Sport, Recreation And Community Programs",Statutory Appropriations,,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2016-17,"90,000,000","Ministry Of Tourism, Culture And Sport",Operating Expense,Ontario Trillium Foundation Program,Ontario Trillium Foundation,,Transfer Payments,Ontario Trillium Foundation
2016-17,"573,089","Ministry Of Tourism, Culture And Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,,Transfer Payments,Ontario Sound Recording Tax Credit
2016-17,"3,990,684","Ministry Of Tourism, Culture And Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,,Transfer Payments,Ontario Book Publishing Tax Credit
2016-17,"49,752,496","Ministry Of Tourism, Culture And Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,,Transfer Payments,Ontario Computer Animation and Special Effects Tax Credit
2016-17,"735,889",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Community Services,,Supplies and equipment,
2016-17,"2,283,901",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Community Services,,Transportation and communication,
2016-17,"5,025,832",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Community Services,,Transfer Payments,Community Residential / Non-Residential Client Services
2016-17,"11,028,615",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Community Services,,Services,
2016-17,"14,331,478",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Community Services,,Employee benefits,
2016-17,"84,764,018",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Community Services,,Salaries and wages,
2016-17,"18,895",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,,Supplies and equipment,
2016-17,"91,740",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,,Transportation and communication,
2016-17,"340,092",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,,Services,
2016-17,"409,171",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,,Employee benefits,
2016-17,"2,674,236",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,,Salaries and wages,
2016-17,"9,444",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Institutional Services,,Transfer Payments,Compassionate allowances to permanently handicapped inmates
2016-17,"100,307",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Institutional Services,,Transfer Payments,Violence Awareness Program
2016-17,"567,825",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Institutional Services,,Transfer Payments,Grants to compensate for Municipal Taxation
2016-17,"2,452,050",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Institutional Services,,Transfer Payments,Offender Rehabilitation Programs
2016-17,"5,984,022",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Institutional Services,,Transportation and communication,
2016-17,"66,083,083",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Institutional Services,,Supplies and equipment,
2016-17,"75,220,742",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Institutional Services,,Services,
2016-17,"77,102,340",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Institutional Services,,Employee benefits,
2016-17,"461,265,090",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Institutional Services,,Salaries and wages,
2016-17,"-5,850,200",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Operational Support,,Recoveries,
2016-17,"884,254",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Operational Support,,Transfer Payments,Community Works Program
2016-17,"1,032,252",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Operational Support,,Transportation and communication,
2016-17,"2,685,851",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Operational Support,,Employee benefits,
2016-17,"3,986,001",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Operational Support,,Services,
2016-17,"6,013,120",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Operational Support,,Supplies and equipment,
2016-17,"18,420,994",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Operational Support,,Salaries and wages,
2016-17,"589,362",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Staff Training,,Transportation and communication,
2016-17,"664,983",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Staff Training,,Supplies and equipment,
2016-17,"986,580",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Staff Training,,Employee benefits,
2016-17,"2,223,645",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Staff Training,,Services,
2016-17,"6,633,653",Ministry Of Community Safety And Correctional Services,Operating Expense,Correctional Services Program,Staff Training,,Salaries and wages,
2016-17,"-88,205,940",Ministry Of Community Safety And Correctional Services,Operating Expense,Justice Technology Services Program,Justice Technology Services,,Recoveries,
2016-17,"191,603",Ministry Of Community Safety And Correctional Services,Operating Expense,Justice Technology Services Program,Justice Technology Services,,Supplies and equipment,
2016-17,"3,905,702",Ministry Of Community Safety And Correctional Services,Operating Expense,Justice Technology Services Program,Justice Technology Services,,Employee benefits,
2016-17,"29,554,359",Ministry Of Community Safety And Correctional Services,Operating Expense,Justice Technology Services Program,Justice Technology Services,,Salaries and wages,
2016-17,"58,595,996",Ministry Of Community Safety And Correctional Services,Operating Expense,Justice Technology Services Program,Justice Technology Services,,Transportation and communication,
2016-17,"95,487,836",Ministry Of Community Safety And Correctional Services,Operating Expense,Justice Technology Services Program,Justice Technology Services,,Services,
2016-17,"8,065",Ministry Of Community Safety And Correctional Services,Operating Expense,"Agencies, Boards And Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Supplies and equipment,
2016-17,"26,590",Ministry Of Community Safety And Correctional Services,Operating Expense,"Agencies, Boards And Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Transportation and communication,
2016-17,"50,143",Ministry Of Community Safety And Correctional Services,Operating Expense,"Agencies, Boards And Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Employee benefits,
2016-17,"55,588",Ministry Of Community Safety And Correctional Services,Operating Expense,"Agencies, Boards And Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Services,
2016-17,"366,480",Ministry Of Community Safety And Correctional Services,Operating Expense,"Agencies, Boards And Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Salaries and wages,
2016-17,"10,790",Ministry Of Community Safety And Correctional Services,Operating Expense,"Agencies, Boards And Commissions Program","Agencies, Boards and Commissions",Ontario Police Arbitration Commission,Supplies and equipment,
2016-17,"24,059",Ministry Of Community Safety And Correctional Services,Operating Expense,"Agencies, Boards And Commissions Program","Agencies, Boards and Commissions",Ontario Police Arbitration Commission,Employee benefits,
2016-17,"29,438",Ministry Of Community Safety And Correctional Services,Operating Expense,"Agencies, Boards And Commissions Program","Agencies, Boards and Commissions",Ontario Police Arbitration Commission,Transportation and communication,
2016-17,"164,527",Ministry Of Community Safety And Correctional Services,Operating Expense,"Agencies, Boards And Commissions Program","Agencies, Boards and Commissions",Ontario Police Arbitration Commission,Services,
