Year,Amount $,Ministry Name (Level 1),Expenditure Category (Operating / Capital)(Level 2),Program Name (Level 3),Activity / Item (Level 4),Sub Item (Level 5),Standard Account (Expense/Asset Name) (Level 6),Account Details (Expense/Asset Details) (Level 7)
2017-18,"7,320",Government and Consumer Services,Operating Expense,ServiceOntario Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2017-18,"4,353,714",Government and Consumer Services,Capital Expense,ServiceOntario Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2017-18,"1,999,999",Government and Consumer Services,Capital Expense,ServiceOntario Program,ServiceOntario,No Value,Services,No Value
2017-18,"-14,008,854",Government and Consumer Services,Operating Expense,ServiceOntario Program,ServiceOntario,No Value,Recoveries,No Value
2017-18,"13,591,867",Government and Consumer Services,Operating Expense,ServiceOntario Program,ServiceOntario,No Value,Supplies and equipment,No Value
2017-18,"106,544,135",Government and Consumer Services,Operating Expense,ServiceOntario Program,ServiceOntario,No Value,Services,No Value
2017-18,"16,931,169",Government and Consumer Services,Operating Expense,ServiceOntario Program,ServiceOntario,No Value,Transportation and communication,No Value
2017-18,"19,667,025",Government and Consumer Services,Operating Expense,ServiceOntario Program,ServiceOntario,No Value,Employee benefits,No Value
2017-18,"114,899,831",Government and Consumer Services,Operating Expense,ServiceOntario Program,ServiceOntario,No Value,Salaries and wages,No Value
2017-18,"14,130,776",Health and Long-Term Care,Capital Expense,Information Systems,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2017-18,"1,129,344",Health and Long-Term Care,Operating Expense,Information Systems,Information Technology Services – Health Cluster,No Value,Supplies and equipment,No Value
2017-18,"79,977,900",Health and Long-Term Care,Operating Expense,Information Systems,Information Technology Services – Health Cluster,No Value,Services,No Value
2017-18,"2,650,845",Health and Long-Term Care,Operating Expense,Information Systems,Information Technology Services – Health Cluster,No Value,Transportation and communication,No Value
2017-18,"6,386,539",Health and Long-Term Care,Operating Expense,Information Systems,Information Technology Services – Health Cluster,No Value,Employee benefits,No Value
2017-18,"47,092,466",Health and Long-Term Care,Operating Expense,Information Systems,Information Technology Services – Health Cluster,No Value,Salaries and wages,No Value
2017-18,"-23,453",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Stewardship,No Value,Recoveries,No Value
2017-18,"254,788",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Stewardship,No Value,Supplies and equipment,No Value
2017-18,"13,200,813",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Stewardship,No Value,Services,No Value
2017-18,"2,604,778",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Stewardship,No Value,Transportation and communication,No Value
2017-18,"6,274,470",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Stewardship,No Value,Employee benefits,No Value
2017-18,"43,925,867",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Stewardship,No Value,Salaries and wages,No Value
2017-18,"174,826,020",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Emergency Health Services,No Value,Transfer payments,Air Ambulance
2017-18,"68,593,127",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Emergency Health Services,No Value,Transfer payments,Payments for Ambulance and related Emergency Services: Other Ambulance Operations and Related Emergency Services
2017-18,"678,525,756",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Emergency Health Services,No Value,Transfer payments,Payments for Ambulance and related Emergency Services: Municipal Ambulance
2017-18,"382,374",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Emergency Health Services,No Value,Supplies and equipment,No Value
2017-18,"10,106,144",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Emergency Health Services,No Value,Services,No Value
2017-18,"2,447,442",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Emergency Health Services,No Value,Transportation and communication,No Value
2017-18,"8,284,822",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Emergency Health Services,No Value,Employee benefits,No Value
2017-18,"45,764,579",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Emergency Health Services,No Value,Salaries and wages,No Value
2017-18,"-5,637,432",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Provincial Programs,No Value,Transfer payments,Healthy Homes Renovation Tax Credit
2017-18,"93,171,500",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Provincial Programs,No Value,Transfer payments,Cancer Screening Programs
2017-18,"77,246,146",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Provincial Programs,No Value,Transfer payments,HIV/AIDS and Hepatitis C Programs
2017-18,"648,226,687",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Provincial Programs,No Value,Transfer payments,Community and Priority Services
2017-18,"83,491,142",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Provincial Programs,No Value,Transfer payments,Operation of Related Facilities
2017-18,"607,865,241",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Provincial Programs,No Value,Transfer payments,Canadian Blood Services
2017-18,"1,639,756,000",Health and Long-Term Care,Operating Expense,Provincial Programs and Stewardship,Provincial Programs,No Value,Transfer payments,Cancer Care Ontario
2017-18,"48,530,208",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Corporate Services Agency,Transfer payments,Health Shared Services Ontario
2017-18,"12,353,270",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North West,Transfer payments,LHIN Operations
2017-18,"1,039,811",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North West,Transfer payments,Acquired Brain Injury
2017-18,"18,087,269",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North West,Transfer payments,Addiction Program
2017-18,"33,855,467",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North West,Transfer payments,Community Mental Health
2017-18,"10,640,263",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North West,Transfer payments,Community Health Centres
2017-18,"13,761,572",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North West,Transfer payments,Assisted Living Services in Supportive Housing
2017-18,"16,869,446",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North West,Transfer payments,Community Support Services
2017-18,"51,913,992",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North West,Transfer payments,Community Home Care
2017-18,"79,951,837",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North West,Transfer payments,Long-Term Care Homes
2017-18,"105,375",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North West,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2017-18,"469,498,439",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North West,Transfer payments,Operation of Hospitals
2017-18,"19,729,504",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North East,Transfer payments,LHIN Operations
2017-18,"3,779,279",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North East,Transfer payments,Acquired Brain Injury
