Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2023-24,10241547,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Salaries and wages,No Value
2023-24,1656696,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Employee benefits,No Value
2023-24,125936,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Transportation and communication,No Value
2023-24,2798050,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Services,No Value
2023-24,1369477,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Supplies and equipment,No Value
2023-24,3328800,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Transfer payments,McMichael Canadian Collection
2023-24,59937400,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Transfer payments,Ontario Arts Council
2023-24,35975600,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Transfer payments,Ontario Media Development Corporation
2023-24,30000,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Transfer payments,Ontario Heritage Trust
2023-24,20872000,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Transfer payments,Ontario Science Centre
2023-24,4036000,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Transfer payments,Royal Botanical Gardens
2023-24,27280900,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Transfer payments,Royal Ontario Museum
2023-24,6828900,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Transfer payments,Science North
2023-24,8085600,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Transfer payments,St. Lawrence Parks Commission
2023-24,33616700,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Transfer payments,Ontario Tourism Marketing Partnership Corporation
2023-24,6940000,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Transfer payments,Agencies and Attractions Sector Support
2023-24,21072300,"Tourism, Culture, and Sport",Operating Expense,Agency Programs,Agency Programs,Transformation and Delivery,Transfer payments,Art Gallery of Ontario
2023-24,5918126,"Tourism, Culture, and Sport",Capital Expense,Tourism and Culture Capital Program,Tourism and Culture Capital,No Value,Services,No Value
2023-24,116549,"Tourism, Culture, and Sport",Capital Expense,Tourism and Culture Capital Program,Tourism and Culture Capital,No Value,Supplies and equipment,No Value
2023-24,25317130,"Tourism, Culture, and Sport",Capital Expense,Tourism and Culture Capital Program,Tourism and Culture Capital,No Value,Transfer payments,Repairs and Rehabilitation Capital
2023-24,661700,"Tourism, Culture, and Sport",Capital Expense,Tourism and Culture Capital Program,Tourism and Culture Capital,No Value,Transfer payments,Agencies and Attractions Capital Sector Support
2023-24,3628997,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2023-24,451569,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2023-24,72235,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2023-24,165471,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2023-24,11417,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2023-24,12095391,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
2023-24,1496266,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
2023-24,50600,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2023-24,515017,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2023-24,23722,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2023-24,25709,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2023-24,7344034,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2023-24,139105,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2023-24,3227427,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2023-24,466713,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2023-24,22173,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2023-24,4344257,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2023-24,7955,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2023-24,2549688,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2023-24,408432,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2023-24,8980,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2023-24,78074,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2023-24,1466,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2023-24,49164,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2023-24,33334,Public and Business Service Delivery,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2023-24,16907442,Public and Business Service Delivery,Operating Expense,"Information, Privacy and Archives",Ontario Digital Service,No Value,Salaries and wages,No Value
2023-24,2488735,Public and Business Service Delivery,Operating Expense,"Information, Privacy and Archives",Ontario Digital Service,No Value,Employee benefits,No Value
2023-24,56781,Public and Business Service Delivery,Operating Expense,"Information, Privacy and Archives",Ontario Digital Service,No Value,Transportation and communication,No Value
2023-24,6564823,Public and Business Service Delivery,Operating Expense,"Information, Privacy and Archives",Ontario Digital Service,No Value,Services,No Value
2023-24,194261,Public and Business Service Delivery,Operating Expense,"Information, Privacy and Archives",Ontario Digital Service,No Value,Supplies and equipment,No Value
2023-24,9487223,Public and Business Service Delivery,Operating Expense,"Information, Privacy and Archives","Information, Privacy and Archives",No Value,Salaries and wages,No Value
2023-24,1424055,Public and Business Service Delivery,Operating Expense,"Information, Privacy and Archives","Information, Privacy and Archives",No Value,Employee benefits,No Value
2023-24,499810,Public and Business Service Delivery,Operating Expense,"Information, Privacy and Archives","Information, Privacy and Archives",No Value,Transportation and communication,No Value
2023-24,16158537,Public and Business Service Delivery,Operating Expense,"Information, Privacy and Archives","Information, Privacy and Archives",No Value,Services,No Value
2023-24,124312,Public and Business Service Delivery,Operating Expense,"Information, Privacy and Archives","Information, Privacy and Archives",No Value,Supplies and equipment,No Value
